date,instrument,direction,outcome,R_result,iso_week,sample
2012-11-13,ES1!,short,L,-1,2012-W46,in_sample
2012-11-13,EURUSD,short,BE,0,2012-W46,in_sample
2012-11-14,ES1!,short,BE,0,2012-W46,in_sample
2012-11-14,ES1!,short,W,1,2012-W46,in_sample
2012-11-14,EURUSD,short,L,-1,2012-W46,in_sample
2012-11-14,FDAX1!,short,W,1,2012-W46,in_sample
2012-11-14,FDAX1!,short,W,1,2012-W46,in_sample
2012-11-14,Z1!,short,W,1,2012-W46,in_sample
2012-11-15,EURUSD,long,BE,0,2012-W46,in_sample
2012-11-20,FDAX1!,short,W,1,2012-W47,in_sample
2012-11-22,XAUUSD,short,L,-1,2012-W47,in_sample
2012-12-03,ES1!,long,W,1,2012-W49,in_sample
2012-12-03,EURUSD,long,BE,0,2012-W49,in_sample
2012-12-03,NQ1!,long,W,1,2012-W49,in_sample
2012-12-03,XAUUSD,short,W,1,2012-W49,in_sample
2012-12-05,ES1!,short,W,1,2012-W49,in_sample
2012-12-10,FDAX1!,long,L,-1,2012-W50,in_sample
2012-12-10,Z1!,long,BE,0,2012-W50,in_sample
2012-12-11,NQ1!,long,W,1,2012-W50,in_sample
2012-12-12,EURUSD,short,L,-1,2012-W50,in_sample
2012-12-13,EURUSD,short,L,-1,2012-W50,in_sample
2012-12-14,NQ1!,long,L,-1,2012-W50,in_sample
2012-12-16,NK2251!,long,W,1,2012-W50,in_sample
2012-12-17,FDAX1!,long,L,-1,2012-W51,in_sample
2012-12-17,FDAX1!,long,W,1,2012-W51,in_sample
2012-12-18,EURUSD,long,L,-1,2012-W51,in_sample
2012-12-18,EURUSD,long,BE,0,2012-W51,in_sample
2012-12-20,ES1!,long,L,-1,2012-W51,in_sample
2012-12-20,FDAX1!,long,W,1,2012-W51,in_sample
2012-12-26,ES1!,short,W,1,2012-W52,in_sample
2012-12-26,NQ1!,short,W,1,2012-W52,in_sample
2012-12-26,NQ1!,short,W,1,2012-W52,in_sample
2012-12-27,ES1!,short,W,1,2012-W52,in_sample
2012-12-27,ES1!,short,W,1,2012-W52,in_sample
2012-12-27,XAUUSD,short,L,-1,2012-W52,in_sample
2012-12-28,ES1!,short,BE,0,2012-W52,in_sample
2012-12-28,ES1!,short,W,1,2012-W52,in_sample
2012-12-28,FDAX1!,short,W,1,2012-W52,in_sample
2012-12-28,XAUUSD,short,W,1,2012-W52,in_sample
2012-12-28,XAUUSD,short,W,1,2012-W52,in_sample
2013-01-02,EURUSD,long,BE,0,2013-W01,in_sample
2013-01-07,NQ1!,long,L,-1,2013-W02,in_sample
2013-01-07,XAUUSD,short,W,1,2013-W02,in_sample
2013-01-08,NQ1!,long,L,-1,2013-W02,in_sample
2013-01-09,EURUSD,long,L,-1,2013-W02,in_sample
2013-01-09,FDAX1!,long,L,-1,2013-W02,in_sample
2013-01-09,NK2251!,long,W,1,2013-W02,in_sample
2013-01-10,ES1!,long,W,1,2013-W02,in_sample
2013-01-10,EURUSD,long,W,1,2013-W02,in_sample
2013-01-11,XAUUSD,short,W,1,2013-W02,in_sample
2013-01-14,ES1!,long,W,1,2013-W03,in_sample
2013-01-14,FDAX1!,long,L,-1,2013-W03,in_sample
2013-01-16,ES1!,long,W,1,2013-W03,in_sample
2013-01-16,NK2251!,long,L,-1,2013-W03,in_sample
2013-01-16,NQ1!,long,W,1,2013-W03,in_sample
2013-01-17,ES1!,long,W,1,2013-W03,in_sample
2013-01-17,EURUSD,long,L,-1,2013-W03,in_sample
2013-01-17,NQ1!,long,BE,0,2013-W03,in_sample
2013-01-17,XAUUSD,long,L,-1,2013-W03,in_sample
2013-01-17,Z1!,long,W,1,2013-W03,in_sample
2013-01-18,EURUSD,long,L,-1,2013-W03,in_sample
2013-01-18,FDAX1!,short,L,-1,2013-W03,in_sample
2013-01-21,EURUSD,long,L,-1,2013-W04,in_sample
2013-01-21,NQ1!,long,L,-1,2013-W04,in_sample
2013-01-21,XAUUSD,short,L,-1,2013-W04,in_sample
2013-01-22,EURUSD,long,W,1,2013-W04,in_sample
2013-01-22,FDAX1!,short,W,1,2013-W04,in_sample
2013-01-22,FDAX1!,short,W,1,2013-W04,in_sample
2013-01-24,NK2251!,long,W,1,2013-W04,in_sample
2013-01-29,NK2251!,long,W,1,2013-W05,in_sample
2013-01-29,NK2251!,long,W,1,2013-W05,in_sample
2013-01-29,NQ1!,short,W,1,2013-W05,in_sample
2013-01-30,NQ1!,short,L,-1,2013-W05,in_sample
2013-02-01,XAUUSD,long,W,1,2013-W05,in_sample
2013-02-04,NQ1!,short,W,1,2013-W06,in_sample
2013-02-05,XAUUSD,long,W,1,2013-W06,in_sample
2013-02-05,XAUUSD,long,BE,0,2013-W06,in_sample
2013-02-06,EURUSD,short,L,-1,2013-W06,in_sample
2013-02-06,NQ1!,short,W,1,2013-W06,in_sample
2013-02-06,NQ1!,short,W,1,2013-W06,in_sample
2013-02-07,ES1!,long,L,-1,2013-W06,in_sample
2013-02-07,EURUSD,short,W,1,2013-W06,in_sample
2013-02-07,NQ1!,short,W,1,2013-W06,in_sample
2013-02-07,Z1!,short,L,-1,2013-W06,in_sample
2013-02-07,Z1!,short,BE,0,2013-W06,in_sample
2013-02-08,NK2251!,long,W,1,2013-W06,in_sample
2013-02-08,XAUUSD,long,L,-1,2013-W06,in_sample
2013-02-08,Z1!,short,W,1,2013-W06,in_sample
2013-02-11,ES1!,long,BE,0,2013-W07,in_sample
2013-02-12,NQ1!,long,L,-1,2013-W07,in_sample
2013-02-15,ES1!,long,L,-1,2013-W07,in_sample
2013-02-15,Z1!,long,L,-1,2013-W07,in_sample
2013-02-17,EURUSD,short,W,1,2013-W07,in_sample
2013-02-18,ES1!,long,L,-1,2013-W08,in_sample
2013-02-19,ES1!,long,W,1,2013-W08,in_sample
2013-02-19,ES1!,long,BE,0,2013-W08,in_sample
2013-02-20,XAUUSD,short,W,1,2013-W08,in_sample
2013-02-26,NK2251!,long,L,-1,2013-W09,in_sample
2013-02-27,ES1!,short,L,-1,2013-W09,in_sample
2013-02-28,ES1!,short,L,-1,2013-W09,in_sample
2013-03-01,ES1!,short,W,1,2013-W09,in_sample
2013-03-01,EURUSD,short,W,1,2013-W09,in_sample
2013-03-01,NK2251!,long,W,1,2013-W09,in_sample
2013-03-01,NK2251!,long,BE,0,2013-W09,in_sample
2013-03-04,NQ1!,long,W,1,2013-W10,in_sample
2013-03-05,FDAX1!,long,W,1,2013-W10,in_sample
2013-03-05,FDAX1!,long,W,1,2013-W10,in_sample
2013-03-05,Z1!,long,W,1,2013-W10,in_sample
2013-03-08,XAUUSD,short,W,1,2013-W10,in_sample
2013-03-11,NK2251!,long,L,-1,2013-W11,in_sample
2013-03-12,XAUUSD,short,L,-1,2013-W11,in_sample
2013-03-13,NK2251!,long,W,1,2013-W11,in_sample
2013-03-15,NQ1!,short,W,1,2013-W11,in_sample
2013-03-19,EURUSD,short,W,1,2013-W12,in_sample
2013-03-20,NK2251!,long,W,1,2013-W12,in_sample
2013-03-20,NQ1!,short,W,1,2013-W12,in_sample
2013-03-21,EURUSD,short,W,1,2013-W12,in_sample
2013-03-21,NQ1!,short,W,1,2013-W12,in_sample
2013-03-22,NQ1!,short,L,-1,2013-W12,in_sample
2013-03-25,FDAX1!,short,BE,0,2013-W13,in_sample
2013-03-27,EURUSD,short,W,1,2013-W13,in_sample
2013-03-27,FDAX1!,short,W,1,2013-W13,in_sample
2013-03-29,EURUSD,short,W,1,2013-W13,in_sample
2013-04-01,XAUUSD,short,L,-1,2013-W14,in_sample
2013-04-02,XAUUSD,short,W,1,2013-W14,in_sample
2013-04-04,FDAX1!,short,W,1,2013-W14,in_sample
2013-04-04,Z1!,long,W,1,2013-W14,in_sample
2013-04-05,ES1!,short,W,1,2013-W14,in_sample
2013-04-05,FDAX1!,short,W,1,2013-W14,in_sample
2013-04-09,XAUUSD,long,W,1,2013-W15,in_sample
2013-04-09,XAUUSD,long,W,1,2013-W15,in_sample
2013-04-09,Z1!,short,L,-1,2013-W15,in_sample
2013-04-10,NK2251!,long,W,1,2013-W15,in_sample
2013-04-11,Z1!,short,L,-1,2013-W15,in_sample
2013-04-12,XAUUSD,short,W,1,2013-W15,in_sample
2013-04-15,EURUSD,short,L,-1,2013-W16,in_sample
2013-04-17,ES1!,short,W,1,2013-W16,in_sample
2013-04-17,FDAX1!,short,W,1,2013-W16,in_sample
2013-04-17,NQ1!,short,W,1,2013-W16,in_sample
2013-04-17,Z1!,short,W,1,2013-W16,in_sample
2013-04-22,EURUSD,short,L,-1,2013-W17,in_sample
2013-04-23,EURUSD,short,BE,0,2013-W17,in_sample
2013-04-23,NK2251!,long,W,1,2013-W17,in_sample
2013-04-24,XAUUSD,long,W,1,2013-W17,in_sample
2013-04-25,EURUSD,short,L,-1,2013-W17,in_sample
2013-04-30,XAUUSD,long,L,-1,2013-W18,in_sample
2013-05-01,Z1!,long,W,1,2013-W18,in_sample
2013-05-02,XAUUSD,long,W,1,2013-W18,in_sample
2013-05-02,XAUUSD,long,W,1,2013-W18,in_sample
2013-05-02,XAUUSD,long,W,1,2013-W18,in_sample
2013-05-02,Z1!,long,L,-1,2013-W18,in_sample
2013-05-03,EURUSD,long,W,1,2013-W18,in_sample
2013-05-03,Z1!,long,W,1,2013-W18,in_sample
2013-05-06,NQ1!,long,BE,0,2013-W19,in_sample
2013-05-07,EURUSD,long,W,1,2013-W19,in_sample
2013-05-08,EURUSD,long,W,1,2013-W19,in_sample
2013-05-08,EURUSD,long,W,1,2013-W19,in_sample
2013-05-08,NQ1!,long,L,-1,2013-W19,in_sample
2013-05-08,NQ1!,long,BE,0,2013-W19,in_sample
2013-05-08,XAUUSD,long,W,1,2013-W19,in_sample
2013-05-08,XAUUSD,long,W,1,2013-W19,in_sample
2013-05-13,NQ1!,long,BE,0,2013-W20,in_sample
2013-05-14,FDAX1!,long,BE,0,2013-W20,in_sample
2013-05-14,FDAX1!,long,W,1,2013-W20,in_sample
2013-05-17,EURUSD,short,W,1,2013-W20,in_sample
2013-05-21,EURUSD,short,L,-1,2013-W21,in_sample
2013-05-21,NQ1!,long,L,-1,2013-W21,in_sample
2013-05-22,XAUUSD,long,W,1,2013-W21,in_sample
2013-05-22,XAUUSD,long,W,1,2013-W21,in_sample
2013-05-24,ES1!,short,W,1,2013-W21,in_sample
2013-05-27,NQ1!,short,L,-1,2013-W22,in_sample
2013-05-28,EURUSD,short,L,-1,2013-W22,in_sample
2013-05-28,EURUSD,short,W,1,2013-W22,in_sample
2013-05-28,EURUSD,short,L,-1,2013-W22,in_sample
2013-05-28,EURUSD,short,L,-1,2013-W22,in_sample
2013-05-28,XAUUSD,short,W,1,2013-W22,in_sample
2013-05-28,XAUUSD,short,L,-1,2013-W22,in_sample
2013-05-29,EURUSD,short,L,-1,2013-W22,in_sample
2013-05-29,NQ1!,short,L,-1,2013-W22,in_sample
2013-05-29,Z1!,short,W,1,2013-W22,in_sample
2013-05-29,Z1!,short,W,1,2013-W22,in_sample
2013-05-30,FDAX1!,short,L,-1,2013-W22,in_sample
2013-05-31,FDAX1!,short,BE,0,2013-W22,in_sample
2013-06-03,FDAX1!,short,BE,0,2013-W23,in_sample
2013-06-03,XAUUSD,long,W,1,2013-W23,in_sample
2013-06-05,EURUSD,long,BE,0,2013-W23,in_sample
2013-06-05,NQ1!,short,W,1,2013-W23,in_sample
2013-06-06,XAUUSD,long,BE,0,2013-W23,in_sample
2013-06-06,XAUUSD,long,BE,0,2013-W23,in_sample
2013-06-10,EURUSD,long,W,1,2013-W24,in_sample
2013-06-11,EURUSD,long,W,1,2013-W24,in_sample
2013-06-11,EURUSD,long,L,-1,2013-W24,in_sample
2013-06-11,EURUSD,long,BE,0,2013-W24,in_sample
2013-06-11,Z1!,short,W,1,2013-W24,in_sample
2013-06-12,FDAX1!,short,W,1,2013-W24,in_sample
2013-06-12,NK2251!,short,W,1,2013-W24,in_sample
2013-06-14,NK2251!,short,L,-1,2013-W24,in_sample
2013-06-14,NQ1!,short,W,1,2013-W24,in_sample
2013-06-14,XAUUSD,long,L,-1,2013-W24,in_sample
2013-06-14,Z1!,short,L,-1,2013-W24,in_sample
2013-06-17,ES1!,long,BE,0,2013-W25,in_sample
2013-06-17,XAUUSD,long,L,-1,2013-W25,in_sample
2013-06-18,ES1!,long,BE,0,2013-W25,in_sample
2013-06-18,ES1!,long,BE,0,2013-W25,in_sample
2013-06-20,NK2251!,long,L,-1,2013-W25,in_sample
2013-06-21,XAUUSD,short,L,-1,2013-W25,in_sample
2013-06-24,XAUUSD,short,W,1,2013-W26,in_sample
2013-06-24,XAUUSD,short,W,1,2013-W26,in_sample
2013-06-25,XAUUSD,short,W,1,2013-W26,in_sample
2013-06-25,XAUUSD,short,W,1,2013-W26,in_sample
2013-06-27,NK2251!,long,W,1,2013-W26,in_sample
2013-06-27,Z1!,short,L,-1,2013-W26,in_sample
2013-06-28,XAUUSD,short,L,-1,2013-W26,in_sample
2013-06-28,Z1!,short,L,-1,2013-W26,in_sample
2013-07-01,FDAX1!,short,L,-1,2013-W27,in_sample
2013-07-02,FDAX1!,short,W,1,2013-W27,in_sample
2013-07-03,NK2251!,long,L,-1,2013-W27,in_sample
2013-07-03,XAUUSD,short,L,-1,2013-W27,in_sample
2013-07-04,NK2251!,long,W,1,2013-W27,in_sample
2013-07-04,XAUUSD,short,W,1,2013-W27,in_sample
2013-07-05,XAUUSD,short,W,1,2013-W27,in_sample
2013-07-05,XAUUSD,short,W,1,2013-W27,in_sample
2013-07-09,NQ1!,long,W,1,2013-W28,in_sample
2013-07-09,NQ1!,long,BE,0,2013-W28,in_sample
2013-07-10,NK2251!,long,W,1,2013-W28,in_sample
2013-07-11,NK2251!,long,BE,0,2013-W28,in_sample
2013-07-12,NK2251!,long,BE,0,2013-W28,in_sample
2013-07-12,XAUUSD,long,W,1,2013-W28,in_sample
2013-07-15,EURUSD,long,W,1,2013-W29,in_sample
2013-07-15,Z1!,long,AMBIG,,2013-W29,in_sample
2013-07-16,ES1!,long,L,-1,2013-W29,in_sample
2013-07-16,EURUSD,long,L,-1,2013-W29,in_sample
2013-07-16,XAUUSD,long,W,1,2013-W29,in_sample
2013-07-16,XAUUSD,long,BE,0,2013-W29,in_sample
2013-07-17,NK2251!,long,BE,0,2013-W29,in_sample
2013-07-17,XAUUSD,long,BE,0,2013-W29,in_sample
2013-07-17,Z1!,long,L,-1,2013-W29,in_sample
2013-07-18,FDAX1!,long,W,1,2013-W29,in_sample
2013-07-18,XAUUSD,long,W,1,2013-W29,in_sample
2013-07-19,EURUSD,long,W,1,2013-W29,in_sample
2013-07-19,EURUSD,long,W,1,2013-W29,in_sample
2013-07-19,EURUSD,long,W,1,2013-W29,in_sample
2013-07-19,XAUUSD,long,W,1,2013-W29,in_sample
2013-07-22,EURUSD,long,W,1,2013-W30,in_sample
2013-07-22,NQ1!,short,W,1,2013-W30,in_sample
2013-07-22,Z1!,long,L,-1,2013-W30,in_sample
2013-07-23,FDAX1!,long,L,-1,2013-W30,in_sample
2013-07-23,NQ1!,short,BE,0,2013-W30,in_sample
2013-07-23,Z1!,long,W,1,2013-W30,in_sample
2013-07-23,Z1!,long,L,-1,2013-W30,in_sample
2013-07-24,FDAX1!,long,BE,0,2013-W30,in_sample
2013-07-24,Z1!,long,BE,0,2013-W30,in_sample
2013-07-25,NQ1!,short,L,-1,2013-W30,in_sample
2013-07-28,EURUSD,long,L,-1,2013-W30,in_sample
2013-07-29,EURUSD,long,L,-1,2013-W31,in_sample
2013-07-29,EURUSD,long,L,-1,2013-W31,in_sample
2013-07-29,XAUUSD,long,L,-1,2013-W31,in_sample
2013-07-30,XAUUSD,long,W,1,2013-W31,in_sample
2013-07-30,Z1!,short,L,-1,2013-W31,in_sample
2013-07-31,XAUUSD,long,L,-1,2013-W31,in_sample
2013-08-06,FDAX1!,long,W,1,2013-W32,in_sample
2013-08-06,XAUUSD,short,W,1,2013-W32,in_sample
2013-08-06,XAUUSD,short,BE,0,2013-W32,in_sample
2013-08-07,EURUSD,short,L,-1,2013-W32,in_sample
2013-08-09,ES1!,short,W,1,2013-W32,in_sample
2013-08-09,NQ1!,short,W,1,2013-W32,in_sample
2013-08-12,ES1!,short,W,1,2013-W33,in_sample
2013-08-12,EURUSD,long,L,-1,2013-W33,in_sample
2013-08-12,FDAX1!,short,W,1,2013-W33,in_sample
2013-08-12,NQ1!,short,W,1,2013-W33,in_sample
2013-08-13,EURUSD,long,L,-1,2013-W33,in_sample
2013-08-14,ES1!,short,W,1,2013-W33,in_sample
2013-08-14,XAUUSD,long,W,1,2013-W33,in_sample
2013-08-15,EURUSD,short,W,1,2013-W33,in_sample
2013-08-16,FDAX1!,long,L,-1,2013-W33,in_sample
2013-08-19,EURUSD,long,W,1,2013-W34,in_sample
2013-08-20,EURUSD,long,BE,0,2013-W34,in_sample
2013-08-21,EURUSD,long,L,-1,2013-W34,in_sample
2013-08-21,FDAX1!,long,L,-1,2013-W34,in_sample
2013-08-21,Z1!,short,BE,0,2013-W34,in_sample
2013-08-23,EURUSD,short,L,-1,2013-W34,in_sample
2013-08-23,EURUSD,short,L,-1,2013-W34,in_sample
2013-08-26,FDAX1!,long,L,-1,2013-W35,in_sample
2013-08-26,NK2251!,short,W,1,2013-W35,in_sample
2013-08-26,NK2251!,short,W,1,2013-W35,in_sample
2013-08-27,NK2251!,short,W,1,2013-W35,in_sample
2013-09-03,EURUSD,short,W,1,2013-W36,in_sample
2013-09-03,EURUSD,short,W,1,2013-W36,in_sample
2013-09-04,NQ1!,long,W,1,2013-W36,in_sample
2013-09-05,FDAX1!,long,W,1,2013-W36,in_sample
2013-09-05,Z1!,long,W,1,2013-W36,in_sample
2013-09-06,Z1!,long,BE,0,2013-W36,in_sample
2013-09-06,Z1!,long,W,1,2013-W36,in_sample
2013-09-11,EURUSD,long,BE,0,2013-W37,in_sample
2013-09-12,XAUUSD,short,BE,0,2013-W37,in_sample
2013-09-12,Z1!,long,AMBIG,,2013-W37,in_sample
2013-09-13,NQ1!,long,L,-1,2013-W37,in_sample
2013-09-18,ES1!,long,L,-1,2013-W38,in_sample
2013-09-18,ES1!,long,W,1,2013-W38,in_sample
2013-09-20,FDAX1!,long,L,-1,2013-W38,in_sample
2013-09-20,Z1!,short,L,-1,2013-W38,in_sample
2013-09-23,EURUSD,short,W,1,2013-W39,in_sample
2013-09-23,Z1!,short,BE,0,2013-W39,in_sample
2013-09-24,NK2251!,long,L,-1,2013-W39,in_sample
2013-09-25,NQ1!,short,L,-1,2013-W39,in_sample
2013-09-25,Z1!,short,W,1,2013-W39,in_sample
2013-09-26,FDAX1!,long,L,-1,2013-W39,in_sample
2013-09-26,XAUUSD,long,L,-1,2013-W39,in_sample
2013-09-27,XAUUSD,long,W,1,2013-W39,in_sample
2013-09-27,XAUUSD,long,L,-1,2013-W39,in_sample
2013-09-29,XAUUSD,long,W,1,2013-W39,in_sample
2013-10-01,XAUUSD,long,L,-1,2013-W40,in_sample
2013-10-02,EURUSD,long,L,-1,2013-W40,in_sample
2013-10-02,NK2251!,short,W,1,2013-W40,in_sample
2013-10-03,ES1!,short,BE,0,2013-W40,in_sample
2013-10-03,NK2251!,short,W,1,2013-W40,in_sample
2013-10-03,NQ1!,long,L,-1,2013-W40,in_sample
2013-10-03,NQ1!,long,L,-1,2013-W40,in_sample
2013-10-04,FDAX1!,long,W,1,2013-W40,in_sample
2013-10-04,FDAX1!,long,L,-1,2013-W40,in_sample
2013-10-07,ES1!,short,W,1,2013-W41,in_sample
2013-10-07,ES1!,short,BE,0,2013-W41,in_sample
2013-10-07,NK2251!,short,W,1,2013-W41,in_sample
2013-10-07,NQ1!,short,W,1,2013-W41,in_sample
2013-10-08,NQ1!,short,W,1,2013-W41,in_sample
2013-10-09,EURUSD,short,W,1,2013-W41,in_sample
2013-10-11,NQ1!,long,W,1,2013-W41,in_sample
2013-10-14,ES1!,long,W,1,2013-W42,in_sample
2013-10-14,ES1!,long,W,1,2013-W42,in_sample
2013-10-15,EURUSD,short,W,1,2013-W42,in_sample
2013-10-16,ES1!,long,W,1,2013-W42,in_sample
2013-10-21,FDAX1!,long,BE,0,2013-W43,in_sample
2013-10-21,XAUUSD,short,BE,0,2013-W43,in_sample
2013-10-22,EURUSD,long,W,1,2013-W43,in_sample
2013-10-22,XAUUSD,short,BE,0,2013-W43,in_sample
2013-10-24,FDAX1!,long,W,1,2013-W43,in_sample
2013-10-24,XAUUSD,long,W,1,2013-W43,in_sample
2013-10-24,Z1!,long,W,1,2013-W43,in_sample
2013-10-24,Z1!,long,BE,0,2013-W43,in_sample
2013-10-28,NK2251!,short,W,1,2013-W44,in_sample
2013-10-28,NK2251!,short,W,1,2013-W44,in_sample
2013-10-28,XAUUSD,long,BE,0,2013-W44,in_sample
2013-10-29,FDAX1!,long,W,1,2013-W44,in_sample
2013-10-29,Z1!,long,W,1,2013-W44,in_sample
2013-10-31,ES1!,long,L,-1,2013-W44,in_sample
2013-11-01,ES1!,long,W,1,2013-W44,in_sample
2013-11-01,NQ1!,short,BE,0,2013-W44,in_sample
2013-11-01,Z1!,long,L,-1,2013-W44,in_sample
2013-11-04,FDAX1!,long,L,-1,2013-W45,in_sample
2013-11-04,Z1!,long,AMBIG,,2013-W45,in_sample
2013-11-05,EURUSD,short,W,1,2013-W45,in_sample
2013-11-05,NK2251!,long,W,1,2013-W45,in_sample
2013-11-05,NQ1!,short,BE,0,2013-W45,in_sample
2013-11-06,ES1!,long,W,1,2013-W45,in_sample
2013-11-07,NQ1!,long,W,1,2013-W45,in_sample
2013-11-07,XAUUSD,short,L,-1,2013-W45,in_sample
2013-11-07,Z1!,short,AMBIG,,2013-W45,in_sample
2013-11-12,EURUSD,short,W,1,2013-W46,in_sample
2013-11-12,FDAX1!,long,L,-1,2013-W46,in_sample
2013-11-18,XAUUSD,long,L,-1,2013-W47,in_sample
2013-11-21,NK2251!,long,W,1,2013-W47,in_sample
2013-11-22,NK2251!,long,W,1,2013-W47,in_sample
2013-11-25,Z1!,short,W,1,2013-W48,in_sample
2013-11-26,ES1!,long,BE,0,2013-W48,in_sample
2013-11-26,Z1!,short,W,1,2013-W48,in_sample
2013-11-26,Z1!,short,BE,0,2013-W48,in_sample
2013-11-27,ES1!,long,W,1,2013-W48,in_sample
2013-11-27,FDAX1!,long,BE,0,2013-W48,in_sample
2013-11-28,ES1!,long,BE,0,2013-W48,in_sample
2013-11-28,ES1!,long,W,1,2013-W48,in_sample
2013-11-28,Z1!,short,L,-1,2013-W48,in_sample
2013-11-28,Z1!,short,L,-1,2013-W48,in_sample
2013-12-02,NK2251!,long,BE,0,2013-W49,in_sample
2013-12-02,Z1!,short,BE,0,2013-W49,in_sample
2013-12-04,EURUSD,short,W,1,2013-W49,in_sample
2013-12-04,XAUUSD,short,W,1,2013-W49,in_sample
2013-12-09,NK2251!,short,L,-1,2013-W50,in_sample
2013-12-11,FDAX1!,short,BE,0,2013-W50,in_sample
2013-12-11,NK2251!,short,W,1,2013-W50,in_sample
2013-12-12,NK2251!,short,W,1,2013-W50,in_sample
2013-12-12,XAUUSD,long,L,-1,2013-W50,in_sample
2013-12-13,NK2251!,short,W,1,2013-W50,in_sample
2013-12-16,NK2251!,short,L,-1,2013-W51,in_sample
2013-12-16,XAUUSD,long,W,1,2013-W51,in_sample
2013-12-16,Z1!,short,W,1,2013-W51,in_sample
2013-12-17,NK2251!,short,L,-1,2013-W51,in_sample
2013-12-18,XAUUSD,long,L,-1,2013-W51,in_sample
2013-12-18,XAUUSD,long,L,-1,2013-W51,in_sample
2013-12-18,Z1!,long,L,-1,2013-W51,in_sample
2013-12-20,ES1!,long,W,1,2013-W51,in_sample
2013-12-23,XAUUSD,short,W,1,2013-W52,in_sample
2013-12-24,NK2251!,long,W,1,2013-W52,in_sample
2013-12-24,XAUUSD,short,L,-1,2013-W52,in_sample
2013-12-26,EURUSD,short,L,-1,2013-W52,in_sample
2013-12-31,Z1!,long,L,-1,2014-W01,in_sample
2013-12-31,Z1!,long,W,1,2014-W01,in_sample
2014-01-02,Z1!,long,L,-1,2014-W01,in_sample
2014-01-06,ES1!,short,BE,0,2014-W02,in_sample
2014-01-06,Z1!,short,L,-1,2014-W02,in_sample
2014-01-08,EURUSD,short,W,1,2014-W02,in_sample
2014-01-08,Z1!,short,W,1,2014-W02,in_sample
2014-01-08,Z1!,short,L,-1,2014-W02,in_sample
2014-01-09,ES1!,long,BE,0,2014-W02,in_sample
2014-01-09,FDAX1!,short,L,-1,2014-W02,in_sample
2014-01-09,NK2251!,short,L,-1,2014-W02,in_sample
2014-01-09,NK2251!,short,W,1,2014-W02,in_sample
2014-01-09,Z1!,short,L,-1,2014-W02,in_sample
2014-01-10,NK2251!,short,W,1,2014-W02,in_sample
2014-01-13,NQ1!,long,L,-1,2014-W03,in_sample
2014-01-14,EURUSD,long,BE,0,2014-W03,in_sample
2014-01-14,Z1!,short,L,-1,2014-W03,in_sample
2014-01-16,NK2251!,short,W,1,2014-W03,in_sample
2014-01-17,NQ1!,long,W,1,2014-W03,in_sample
2014-01-20,EURUSD,short,W,1,2014-W04,in_sample
2014-01-20,NK2251!,short,L,-1,2014-W04,in_sample
2014-01-20,NQ1!,long,W,1,2014-W04,in_sample
2014-01-21,ES1!,long,L,-1,2014-W04,in_sample
2014-01-21,EURUSD,short,L,-1,2014-W04,in_sample
2014-01-21,NK2251!,short,W,1,2014-W04,in_sample
2014-01-21,NQ1!,long,BE,0,2014-W04,in_sample
2014-01-23,ES1!,short,W,1,2014-W04,in_sample
2014-01-23,EURUSD,long,W,1,2014-W04,in_sample
2014-01-29,NQ1!,short,L,-1,2014-W05,in_sample
2014-01-29,Z1!,short,L,-1,2014-W05,in_sample
2014-01-30,NK2251!,long,W,1,2014-W05,in_sample
2014-02-04,EURUSD,short,L,-1,2014-W06,in_sample
2014-02-04,XAUUSD,short,W,1,2014-W06,in_sample
2014-02-05,ES1!,short,L,-1,2014-W06,in_sample
2014-02-05,ES1!,short,BE,0,2014-W06,in_sample
2014-02-05,NQ1!,short,L,-1,2014-W06,in_sample
2014-02-06,EURUSD,short,AMBIG,,2014-W06,in_sample
2014-02-06,XAUUSD,long,L,-1,2014-W06,in_sample
2014-02-07,XAUUSD,long,W,1,2014-W06,in_sample
2014-02-12,ES1!,long,L,-1,2014-W07,in_sample
2014-02-13,EURUSD,long,W,1,2014-W07,in_sample
2014-02-14,NK2251!,short,L,-1,2014-W07,in_sample
2014-02-14,Z1!,long,W,1,2014-W07,in_sample
2014-02-16,NK2251!,short,L,-1,2014-W07,in_sample
2014-02-17,NQ1!,long,W,1,2014-W08,in_sample
2014-02-17,Z1!,long,W,1,2014-W08,in_sample
2014-02-17,Z1!,long,W,1,2014-W08,in_sample
2014-02-18,EURUSD,long,BE,0,2014-W08,in_sample
2014-02-21,NK2251!,long,L,-1,2014-W08,in_sample
2014-02-24,EURUSD,short,W,1,2014-W09,in_sample
2014-02-24,EURUSD,short,L,-1,2014-W09,in_sample
2014-02-25,EURUSD,short,L,-1,2014-W09,in_sample
2014-02-26,EURUSD,short,W,1,2014-W09,in_sample
2014-02-26,NQ1!,long,BE,0,2014-W09,in_sample
2014-02-26,NQ1!,long,BE,0,2014-W09,in_sample
2014-02-27,XAUUSD,long,L,-1,2014-W09,in_sample
2014-02-28,ES1!,long,W,1,2014-W09,in_sample
2014-02-28,NK2251!,long,L,-1,2014-W09,in_sample
2014-02-28,Z1!,short,W,1,2014-W09,in_sample
2014-03-05,ES1!,long,L,-1,2014-W10,in_sample
2014-03-05,FDAX1!,short,L,-1,2014-W10,in_sample
2014-03-05,XAUUSD,long,L,-1,2014-W10,in_sample
2014-03-06,EURUSD,long,AMBIG,,2014-W10,in_sample
